source_image,x,y,label,annotator,notes
D16_03_1_16_Bright Field_001.jpg,398,1056,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,138,410,non_sickle,UG,exogenous polymer
D16_03_1_17_Bright Field_001.jpg,211,1668,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1584,1233,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,106,462,non_sickle,UG,exogenous polymer
D16_03_1_17_Bright Field_001.jpg,668,1228,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1335,676,non_sickle,UG,exogenous polymer
D16_03_1_17_Bright Field_001.jpg,1069,1467,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1218,1142,non_sickle,UG,exogenous polymer
D16_03_1_17_Bright Field_001.jpg,392,148,non_sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1008,1107,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,584,1882,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1159,98,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1374,577,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1129,1364,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,396,1320,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,576,1086,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,912,463,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1118,1235,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1180,246,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1303,616,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,237,302,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,396,1778,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,413,1854,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1493,1870,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,994,1565,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,773,542,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1268,1832,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,205,1777,non_sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1221,1692,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,228,451,sickle,UG,
D16_03_1_17_Bright Field_001.jpg,1087,1020,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,799,286,non_sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1331,1885,non_sickle,UG,exogenous polymer
D16_03_1_1_Bright Field_001.jpg,1565,50,non_sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1550,1600,sickle,UG,minor sickle
D16_03_1_1_Bright Field_001.jpg,300,826,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,271,1254,non_sickle,UG,exogenous polymer
D16_03_1_1_Bright Field_001.jpg,1861,1679,non_sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1830,1371,non_sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1501,492,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,856,1868,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,416,1582,non_sickle,UG,
D16_03_1_1_Bright Field_001.jpg,420,1783,non_sickle,UG,
D16_03_1_1_Bright Field_001.jpg,429,1627,non_sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1248,1919,non_sickle,UG,exogenous polymer
D16_03_1_1_Bright Field_001.jpg,1658,1466,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,408,1686,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1177,1744,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,781,158,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1393,45,non_sickle,UG,exogenous polymer
D16_03_1_1_Bright Field_001.jpg,776,94,non_sickle,UG,
D16_03_1_1_Bright Field_001.jpg,383,1753,non_sickle,UG,exogenous polymer
D16_03_1_1_Bright Field_001.jpg,1228,1617,non_sickle,UG,exogenous polymer
D16_03_1_1_Bright Field_001.jpg,510,609,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,657,640,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,627,1413,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1483,158,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1943,1287,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,427,1081,non_sickle,UG,exogenous polymer
D16_03_1_1_Bright Field_001.jpg,1555,1408,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,780,1583,non_sickle,UG,exogenous polymer
D16_03_1_1_Bright Field_001.jpg,856,1224,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1043,833,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1458,113,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1024,76,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1635,1221,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,686,260,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1677,1214,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1454,1748,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,739,1267,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1201,1809,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,364,1264,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,191,701,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1919,754,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1553,1270,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,253,709,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1003,433,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1395,434,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,538,1473,sickle,UG,
D16_03_1_1_Bright Field_001.jpg,1911,1021,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,494,571,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,1052,275,sickle,UG,minor sickle
D16_03_1_2_Bright Field_001.jpg,1334,483,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,838,270,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,405,1299,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,1009,336,non_sickle,UG,
D16_03_1_2_Bright Field_001.jpg,196,1139,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,66,1280,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,1433,1421,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,353,561,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,1096,527,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,229,1425,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,702,552,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,97,1384,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,543,1366,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,1438,1492,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,1016,157,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,336,709,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,916,786,sickle,UG,minor sickle
D16_03_1_2_Bright Field_001.jpg,1152,1938,non_sickle,UG,
D16_03_1_2_Bright Field_001.jpg,537,1303,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,1358,737,non_sickle,UG,
D16_03_1_2_Bright Field_001.jpg,232,1204,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,945,372,non_sickle,UG,
D16_03_1_2_Bright Field_001.jpg,460,369,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,895,160,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,747,474,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,1415,1719,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,1885,1189,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,158,1221,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,112,1237,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,592,293,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,118,1482,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,1387,1437,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,528,266,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,957,1004,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,1523,225,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,1784,755,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,569,1405,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,1690,1194,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,1637,1246,sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,1314,1542,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,1106,1245,non_sickle,UG,
D16_03_1_2_Bright Field_001.jpg,869,1006,sickle,UG,minor sickle
D16_03_1_2_Bright Field_001.jpg,1250,1594,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,1728,670,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,1562,1142,sickle,UG,
D16_03_1_2_Bright Field_001.jpg,48,1393,non_sickle,UG,exogenous polymer
D16_03_1_2_Bright Field_001.jpg,1614,1201,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,289,725,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,465,744,non_sickle,UG,
D16_03_1_3_Bright Field_001.jpg,1068,914,non_sickle,UG,
D16_03_1_3_Bright Field_001.jpg,458,907,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,623,569,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,525,1957,non_sickle,UG,
D16_03_1_3_Bright Field_001.jpg,143,1150,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,1707,1547,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,107,1084,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,1117,933,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,1093,861,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,1481,415,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,513,88,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,1887,1113,non_sickle,UG,
D16_03_1_3_Bright Field_001.jpg,416,66,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,1335,344,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,597,962,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,1048,305,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,1536,182,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,332,1203,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,1661,1257,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,485,965,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,1310,648,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,366,640,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,233,767,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,1403,426,sickle,UG,multiple sickle
D16_03_1_3_Bright Field_001.jpg,592,621,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,1672,379,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,1145,680,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,1413,343,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,947,716,non_sickle,UG,exogenous polymer
D16_03_1_3_Bright Field_001.jpg,881,725,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,728,647,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,807,752,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,65,1230,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,481,797,sickle,UG,
D16_03_1_3_Bright Field_001.jpg,711,531,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,260,258,non_sickle,UG,
D16_03_1_4_Bright Field_001.jpg,1051,828,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,1400,1567,sickle,UG,minor sickle
D16_03_1_4_Bright Field_001.jpg,1955,909,non_sickle,UG,exogenous polymer
D16_03_1_4_Bright Field_001.jpg,105,311,non_sickle,UG,exogenous polymer
D16_03_1_4_Bright Field_001.jpg,1479,821,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,920,262,non_sickle,UG,
D16_03_1_4_Bright Field_001.jpg,664,704,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,1138,950,non_sickle,UG,exogenous polymer
D16_03_1_4_Bright Field_001.jpg,626,401,non_sickle,UG,exogenous polymer
D16_03_1_4_Bright Field_001.jpg,481,248,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,140,352,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,738,460,non_sickle,UG,exogenous polymer
D16_03_1_4_Bright Field_001.jpg,1111,943,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,1368,363,non_sickle,UG,exogenous polymer
D16_03_1_4_Bright Field_001.jpg,683,1623,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,930,963,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,442,479,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,1697,686,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,115,1270,sickle,UG,minor sickle
D16_03_1_4_Bright Field_001.jpg,344,755,non_sickle,UG,
D16_03_1_4_Bright Field_001.jpg,389,730,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,1723,1744,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,360,662,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,723,931,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,1290,354,sickle,UG,
D16_03_1_4_Bright Field_001.jpg,152,945,sickle,UG,
D16_03_1_5_Bright Field_001.jpg,85,338,non_sickle,UG,
